-83.83,-180
-84.33,-178
-84.5,-174
-84.67,-170
-84.92,-166
-85.42,-163
-85.42,-158
-85.58,-152
-85.33,-146
-84.83,-147
-84.5,-151
-84,-153.5
-83.5,-153
-83,-154
-82.5,-154
-82,-154
-81.5,-154.5
-81.17,-153
-81,-150
-80.92,-146.5
-80.67,-145.5
-80.33,-148
-80,-150
-79.67,-152.5
-79.25,-155
-78.83,-157
-78.7478175670774,-157.255422337107
-78.6654203423938,-157.507183341852
-78.5828129769986,-157.75535304677
-78.5,-158
-78.4805682858952,-157.665802438229
-78.4607564072689,-157.332726125013
-78.4405663191189,-157.000786850852
-78.42,-156.67
-78.5,-154.5
-78.17,-154.5
-78.17,-154.5
-78.08,-156.67
-77.83,-158
-77.5,-158.33
-77.17,-158.67
-77,-157
-77.17,-154
-77.58,-153
-77.83,-150.5
-77.67,-148
-77.25,-146
-76.75,-146
-76.33,-146.33
-75.92,-146.67
-75.83,-144
-75.58,-142
-75.75,-140.67
-75.42,-140
-75.25,-138.33
-75,-136.67
-74.75,-135.5
-74.75,-133
-75,-132
-75.42,-130.83
-75.75,-129.67
-76,-128
-76,-127
-75.67,-126.83
-75.17,-126.33
-74.67,-125.5
-74.33,-124.5
-74.33,-124.5
-73.83,-123.33
-73.25,-123.67
-73.25,-122.33
-73.75,-121.33
-74,-120
-73.58,-120
-73.6037325911182,-119.584192021421
-73.6266457352614,-119.167231996011
-73.6487359854033,-118.749155810557
-73.67,-118.33
-73.6712165775355,-117.91502005204
-73.6716221235359,-117.5
-73.6712165775355,-117.084979947959
-73.67,-116.67
-73.7100506890652,-116.585609443933
-73.7500677519198,-116.500814364581
-73.7900509393775,-116.415612107796
-73.83,-116.33
-73.9157742527243,-116.659817277184
-74.0010378330404,-116.993066927812
-74.0857825281661,-117.329783158363
-74.17,-117.67
-74.295,-117.67
-74.4199999999999,-117.67
-74.5449999999999,-117.67
-74.67,-117.67
-74.7957317872771,-117.343081218212
-74.9209838162284,-117.010850320323
-75.0457440264729,-116.673194849942
-75.17,-116.33
-75.1928534787836,-115.667717906718
-75.2138099091036,-115.003517406365
-75.2328612112005,-114.337557532468
-75.25,-113.67
-75,-112.33
-74.5,-112.5
-74.3750124497283,-112.543494166835
-74.250016467828,-112.586315059339
-74.1250122535671,-112.628478545448
-74,-112.67
-73.9176973942665,-112.499992333616
-73.835261848855,-112.331671740615
-73.7526953884558,-112.165015187667
-73.67,-112
-74,-111.5
-74.5,-111
-75,-110.33
-75.17,-108.67
-74.67,-108.5
-74.5,-109.5
-74,-109.5
-74,-108.33
-74.33,-108
-74.67,-108.5
-75.08,-107.5
-75.08,-106
-74.92,-104.5
-74.92,-104.5
-74.58,-104.5
-74.58,-102.67
-74.75,-101.33
-75,-100
-74.75,-99.5
-74.33,-101.33
-74,-100.67
-73.75,-101.5
-73.5,-101.5
-73.58,-100
-73.42,-99
-73.08,-100
-73.25,-101.33
-72.75,-102.5
-72.67,-101.33
-73,-101.5
-72.92,-99.67
-73.33,-98.5
-73.08,-98
-73.42,-97.5
-73.75,-97.5
-73.75,-96.33
-73.42,-96
-73.08,-96
-72.92,-97.5
-72.5,-98.5
-72.17,-99.67
-72.1083517079824,-100.005859467039
-72.0461316628678,-100.339477288113
-71.9833457935171,-100.67085633472
-71.92,-101
-71.8781650224846,-100.705518400152
-71.8358846254382,-100.412354835263
-71.7931619148565,-100.120513927715
-71.75,-99.83
-72,-98.33
-72,-98.33
-71.83,-97
-72.08,-95.67
-72.42,-95.67
-72.58,-94
-72.75,-92.25
-72.92,-90.5
-72.92,-88.75
-72.92,-87
-73.08,-85.5
-72.92,-84.33
-72.83,-83
-72.92,-81.25
-73,-79.5
-73.25,-78.5
-72.83,-78.67
-72.42,-78
-72.58,-76.5
-72.83,-75
-73,-74
-73.5,-74.5
-73.42,-73
-73.33,-71.5
-73.17,-70
-73.08,-68.5
-72.83,-67.5
-72.33,-67
-71.83,-67
-71.5,-67.5
-70.92,-67.5
-70.42,-68
-70.42,-68
-70,-68.5
-69.42,-68.5
-69.42,-67.33
-69.08,-66.67
-68.83,-67.33
-68.5,-66.83
-68.08,-66.83
-67.75,-67.5
-67.42,-67.5
-67.75,-68.5
-67.75,-69.25
-67.33,-69.33
-66.92,-68.67
-66.67,-67.83
-67.08,-67.67
-67,-67
-67.33,-66.33
-66.83,-66.33
-66.58,-65.5
-66.25,-65.83
-65.92,-65
-65.5,-64
-65.08,-64
-65.17,-63
-64.75,-62.67
-64.67,-61.67
-64.25,-61.5
-64,-61
-63.83,-59.67
-63.58,-58.83
-63.58,-58.83
-63.33,-58
-63.25,-57.17
-63.58,-56.67
-63.58,-57.33
-63.6429574267071,-57.5386102377023
-63.7056113601135,-57.7481455686199
-63.7679596159831,-57.9586081319424
-63.83,-58.17
-63.8305481842232,-57.9400029854285
-63.8307309148603,-57.7100000000004
-63.8305481842232,-57.4799970145724
-63.83,-57.25
-64.42,-57.33
-64.33,-58.17
-64,-58.67
-64.5,-59
-64.33,-59.67
-64.67,-60.5
-65,-61.33
-65.42,-62
-65.75,-62.17
-66.08,-62.33
-66.5,-62.67
-66.25,-63.5
-66.5,-64
-66.92,-63.67
-66.92,-64.67
-67.33,-65.33
-67.83,-65.5
-67.8927547997984,-65.3338510403035
-67.9553406989404,-65.1668048745368
-68.0177562517368,-64.9988562723319
-68.08,-64.83
-68.1426406141349,-64.953979428701
-68.2051880244368,-65.0786360082278
-68.2676414245381,-65.2039745756343
-68.33,-65.33
-68.4351385889792,-65.2067401949143
-68.540185691339,-65.0823309536829
-68.6451399544047,-64.9567563042736
-68.75,-64.83
-68.75,-63.67
-69.08,-62.67
-69.67,-62.33
-70.17,-62
-70.17,-62
-70.58,-61.5
-70.92,-61.67
-71.17,-61
-71.58,-60.83
-72,-61.67
-72.33,-60.83
-72.67,-61
-72.7531285087468,-60.7115780127866
-72.8358420477363,-60.4204543154898
-72.918134584303,-60.1266034487312
-73,-59.83
-73.0825521725768,-59.9137922876238
-73.1650699046062,-59.9983820463683
-73.2475526867978,-60.0837807286573
-73.33,-60.17
-73.42,-61.5
-73.75,-61
-74.33,-60.67
-74.67,-61.67
-75.08,-61.67
-75.17,-63
-75.67,-63
-76.08,-63.67
-76.5,-65.5
-77,-67.33
-77.17,-65
-77.08,-62.5
-77.08,-60
-77.25,-57.67
-77.58,-56
-77.92,-53.67
-78.25,-51.67
-78.5,-49.33
-78.75,-47.67
-78.83,-44
-78.83,-41
-78.83,-41
-78.75,-38.5
-78.33,-36.33
-77.83,-35
-77.5,-33.33
-77.17,-31.67
-76.83,-30
-76.5,-28.33
-76.08,-27
-75.67,-26
-75.33,-24
-74.75,-23.67
-74.42,-22.33
-74.08,-20.67
-73.75,-19.33
-73.42,-17.67
-73.08,-16.33
-72.92,-14.67
-72.83,-13.5
-72.58,-12.33
-72.25,-11.33
-71.92,-11.17
-71.67,-12
-71.33,-12.17
-71.25,-11.5
-71.58,-11
-71.25,-10.5
-71,-9.75
-71.17,-9
-71.42,-8.67
-71.83,-8.5
-71.83,-8.5
-71.7906676054245,-8.20564497011808
-71.7508881930406,-7.91252284564118
-71.7106646824286,-7.62063937098969
-71.67,-7.33
-71.6075569886788,-7.41583618209822
-71.5450757273537,-7.50111135584679
-71.4825566035972,-7.58583086738204
-71.42,-7.67
-71.3350578316363,-7.58388064667478
-71.2500767589533,-7.49851407634196
-71.1650573091027,-7.4138904265624
-71.08,-7.33
-71.0175585331279,-7.41580827518496
-70.9550777878001,-7.50107438383996
-70.8925581497706,-7.58580331465019
-70.83,-7.67
-70.8103590976097,-7.45937070849571
-70.7904782992163,-7.24915845804159
-70.7703583497576,-7.03936699293089
-70.75,-6.83
-70.75,-5.83
-71,-5.83
-71.33,-6
-71.33,-4.5
-71.25,-3
-70.67,-3
-70.42,-3.33
-70.25,-2.5
-70.42,-1.67
-70.67,-1
-71,-1.5
-71.25,-0.67
-71.5,0
-71.25,1.33
-70.92,2.67
-70.58,3.5
-70.33,4.67
-70.33,6.33
-70.08,7.33
-70.08,8.67
-70.17,10
-70.08,11.33
-70.08,12.67
-70.17,14.33
-70.17,15.67
-70.17,15.67
-70.17,17
-70.17,18.33
-70.33,20
-70.42,21.5
-70.58,23
-70.42,24.67
-70.17,25.33
-70.17,27
-69.92,28.33
-69.83,30
-69.58,31.33
-69.5,32
-69.5,33.5
-69,33.33
-68.67,33.5
-68.58,34.33
-68.92,35
-69.33,36
-69.5,37
-69.58,38.33
-70.08,38.67
-69.67,39.33
-69.5,39.83
-69.17,39.83
-68.83,40
-68.5,41.33
-68.17,42
-67.83,43.33
-67.75,44.5
-67.75,46
-67.75,46
-67.58,47
-67.67,48.17
-67.42,48.5
-67.42,49.33
-67.83,49.83
-67.58,50.5
-67,50.17
-66.5,50.5
-66.25,51.5
-65.92,52.17
-65.83,53.67
-65.92,55.17
-66.25,56
-66.42,57.17
-66.67,57.17
-66.75,56.33
-66.92,57
-67,58
-67.17,59
-67.5,59.33
-67.33,60.67
-67.58,61.67
-67.67,62.67
-67.5,63.67
-67.58,65
-67.75,66.33
-67.83,67.67
-67.83,68.67
-67.67,69.5
-68.17,69.5
-68.17,69.5
-68.58,70
-69,70.5
-69.17,69.5
